tool_id,period_start_date,received_qty,realized_shots,cumulative_realized_shots
T10076,2024-10-01,30064,214296,2556115
T10076,2024-11-01,36484,260057,2816172
T10076,2024-12-01,27835,198407,3014579
T10076,2025-01-01,31606,225287,3239866
T10076,2025-02-01,44298,315756,3555622
T10076,2025-03-01,35695,254433,3810055
T10076,2025-04-01,35178,250748,4060803
T10076,2025-05-01,34986,249380,4310183
T10076,2025-06-01,38077,271412,4581595
T10077,2024-01-01,11700,41575,41575
T10077,2024-02-01,7206,25606,67181
T10077,2024-03-01,10953,38921,106102
T10077,2024-04-01,9355,33242,139344
T10077,2024-05-01,6799,24160,163504
T10077,2024-06-01,9999,35531,199035
T10077,2024-07-01,11368,40396,239431
T10077,2024-08-01,8007,28452,267883
T10077,2024-09-01,9620,34184,302067
T10077,2024-10-01,7806,27738,329805
T10077,2024-11-01,14547,51692,381497
T10077,2024-12-01,9254,32884,414381
T10077,2025-01-01,13134,46671,461052
T10077,2025-02-01,9218,32756,493808
T10077,2025-03-01,10350,36778,530586
T10077,2025-04-01,11030,39195,569781
T10077,2025-05-01,9664,34341,604122
T10077,2025-06-01,8260,29351,633473
T10078,2024-01-01,28883,196346,196346
T10078,2024-02-01,19189,130446,326792
T10078,2024-03-01,19825,134770,461562
T10078,2024-04-01,22706,154355,615917
T10078,2024-05-01,22760,154722,770639
T10078,2024-06-01,28522,193892,964531
T10078,2024-07-01,20598,140025,1104556
T10078,2024-08-01,18965,128924,1233480
T10078,2024-09-01,16455,111861,1345341
T10078,2024-10-01,22803,155014,1500355
T10078,2024-11-01,26129,177624,1677979
T10078,2024-12-01,19099,129835,1807814
T10078,2025-01-01,17891,121623,1929437
T10078,2025-02-01,20825,141568,2071005
T10078,2025-03-01,18912,128563,2199568
T10078,2025-04-01,25041,170228,2369796
T10078,2025-05-01,15016,102078,2471874
T10078,2025-06-01,17702,120338,2592212
T10079,2024-01-01,42655,48328,48328
T10079,2024-02-01,33093,37494,85822
T10079,2024-03-01,36753,41641,127463
T10079,2024-04-01,44286,50176,177639
T10079,2024-05-01,42029,47618,225257
T10079,2024-06-01,54888,62188,287445
T10079,2024-07-01,50101,56764,344209
T10079,2024-08-01,34763,39386,383595
T10079,2024-09-01,21678,24561,408156
T10079,2024-10-01,35882,40654,448810
T10079,2024-11-01,36872,41775,490585
T10079,2024-12-01,54388,61621,552206
T10079,2025-01-01,48084,54479,606685
T10079,2025-02-01,39764,45052,651737
T10079,2025-03-01,44500,50418,702155
T10079,2025-04-01,42982,48698,750853
T10079,2025-05-01,46952,53196,804049
T10079,2025-06-01,45466,51512,855561
T10080,2024-01-01,48737,50199,50199
T10080,2024-02-01,54827,56471,106670
T10080,2024-03-01,25895,26671,133341
T10080,2024-04-01,43217,44513,177854
T10080,2024-05-01,56851,58556,236410
T10080,2024-06-01,50353,51863,288273
T10080,2024-07-01,42342,43612,331885
T10080,2024-08-01,48145,49589,381474
T10080,2024-09-01,49171,50646,432120
T10080,2024-10-01,43163,44457,476577
T10080,2024-11-01,61855,63710,540287
T10080,2024-12-01,45701,47072,587359
T10080,2025-01-01,47726,49157,636516
T10080,2025-02-01,48217,49663,686179
T10080,2025-03-01,62690,64570,750749
T10080,2025-04-01,41575,42822,793571
T10080,2025-05-01,37821,38955,832526
T10080,2025-06-01,36963,38071,870597
T10081,2024-01-01,4441,34195,34195
T10081,2024-02-01,2503,19273,53468
T10081,2024-03-01,2198,16924,70392
T10081,2024-04-01,1667,12835,83227
T10081,2024-05-01,3510,27027,110254
T10081,2024-06-01,2810,21637,131891
T10081,2024-07-01,2116,22912,154803
T10081,2024-08-01,461,3549,158352
T10081,2024-09-01,43287,333309,491661
T10081,2024-10-01,56555,435473,927134
T10081,2024-11-01,2384,24706,951840
T10081,2024-12-01,991,7630,959470
T10081,2025-01-01,1051,11425,970895
T10081,2025-02-01,2147,16531,987426
T10081,2025-03-01,2631,20258,1007684
T10081,2025-04-01,2434,18741,1026425
T10081,2025-05-01,2216,17063,1043488
T10081,2025-06-01,1919,14776,1058264
T10082,2024-01-01,3926,4318,4318
T10082,2024-02-01,408,579,4897
T10082,2024-03-01,1306,1436,6333
T10082,2024-04-01,2547,2801,9134
T10082,2024-05-01,5423,5965,15099
T10082,2024-06-01,3512,5205,20304
T10082,2024-07-01,3666,4032,24336
T10082,2024-08-01,1721,1893,26229
T10082,2024-09-01,2082,2290,28519
T10082,2024-10-01,1528,1680,30199
T10082,2024-11-01,2104,2314,32513
T10082,2024-12-01,1379,1516,34029
T10082,2025-01-01,1209,1329,35358
T10082,2025-02-01,3261,3587,38945
T10082,2025-03-01,3568,3924,42869
T10082,2025-04-01,3280,3608,46477
T10082,2025-05-01,5110,5621,52098
T10082,2025-06-01,55276,60803,112901
T10083,2024-01-01,30637,30637,30637
T10083,2024-02-01,28464,28464,59101
T10083,2024-03-01,21714,21714,80815
T10083,2024-04-01,25618,25618,106433
T10083,2024-05-01,26551,26551,132984
T10083,2024-06-01,29436,29436,162420
T10083,2024-07-01,27781,27781,190201
T10083,2024-08-01,26118,26118,216319
T10083,2024-09-01,25528,25528,241847
T10083,2024-10-01,26212,26212,268059
T10083,2024-11-01,18830,18830,286889
T10083,2024-12-01,22951,22951,309840
T10083,2025-01-01,24766,24766,334606
T10083,2025-02-01,34704,34704,369310
T10083,2025-03-01,23386,23386,392696
T10083,2025-04-01,28316,28316,421012
T10083,2025-05-01,31777,31777,452789
T10083,2025-06-01,26887,26887,479676
T10084,2024-01-01,360,777,777
T10084,2024-02-01,10040,21686,22463
T10084,2024-03-01,386,833,23296
T10084,2024-04-01,9517,20556,43852
T10084,2024-05-01,418,902,44754
T10084,2024-06-01,368,794,45548
T10084,2024-07-01,170,515,46063
T10084,2024-08-01,476,1028,47091
T10084,2024-09-01,164,354,47445
T10084,2024-10-01,551,1190,48635
T10084,2024-11-01,730,1576,50211
T10084,2024-12-01,33,109,50320
T10084,2025-01-01,295,637,50957
T10084,2025-02-01,270,583,51540
T10084,2025-03-01,1172,2531,54071
T10084,2025-04-01,12016,25954,80025
T10084,2025-05-01,775,1674,81699
T10084,2025-06-01,65,140,81839
T10085,2024-01-01,38256,236422,236422
T10085,2024-02-01,36468,225372,461794
T10085,2024-03-01,52747,325976,787770
T10085,2024-04-01,48636,300570,1088340
T10085,2024-05-01,41632,257285,1345625
T10085,2024-06-01,57914,357908,1703533
T10085,2024-07-01,46848,289520,1993053
T10085,2024-08-01,46982,457755,2450808
T10085,2024-09-01,43177,266833,2717641
T10085,2024-10-01,39693,245302,2962943
T10085,2024-11-01,31478,194534,3157477
T10085,2024-12-01,38828,239957,3397434
T10085,2025-01-01,46489,287302,3684736
T10085,2025-02-01,46678,422620,4107356
T10085,2025-03-01,31286,193347,4300703
T10085,2025-04-01,44315,273866,4574569
T10085,2025-05-01,30362,187637,4762206
T10085,2025-06-01,37073,229111,4991317
T10086,2024-01-01,37915,166826,166826
T10086,2024-02-01,50876,223854,390680
T10086,2024-03-01,38233,168225,558905
T10086,2024-04-01,42118,185319,744224
T10086,2024-05-01,43501,191404,935628
T10086,2024-06-01,46092,202804,1138432
T10086,2024-07-01,52592,292485,1430917
T10086,2024-08-01,36698,161471,1592388
T10086,2024-09-01,34761,152948,1745336
T10086,2024-10-01,32822,144416,1889752
T10086,2024-11-01,39533,173945,2063697
T10086,2024-12-01,26690,117436,2181133
T10086,2025-01-01,49519,297119,2478252
T10086,2025-02-01,45598,200631,2678883
T10086,2025-03-01,32234,141829,2820712
T10086,2025-04-01,43147,189846,3010558
T10086,2025-05-01,50394,221733,3232291
T10086,2025-06-01,32779,144227,3376518
T10087,2024-01-01,53269,57530,57530
T10087,2024-02-01,59296,64039,121569
T10087,2024-03-01,61755,66695,188264
T10087,2024-04-01,50181,80526,268790
T10087,2024-05-01,53209,82500,351290
T10087,2024-06-01,30638,33089,384379
T10087,2024-07-01,60408,65240,449619
T10087,2024-08-01,66594,71921,521540
T10087,2024-09-01,49880,53870,575410
T10087,2024-10-01,57091,61658,637068
T10087,2024-11-01,43838,60044,697112
T10087,2024-12-01,61164,93002,790114
T10087,2025-01-01,67634,73044,863158
T10087,2025-02-01,37583,40589,903747
T10087,2025-03-01,59661,64433,968180
T10087,2025-04-01,41088,57067,1025247
T10087,2025-05-01,58825,63531,1088778
T10087,2025-06-01,54634,59004,1147782
T10088,2024-01-01,31578,221046,221046
T10088,2024-02-01,32007,224049,445095
T10088,2024-03-01,37871,265097,710192
T10088,2024-04-01,37919,265433,975625
T10088,2024-05-01,37028,259196,1234821
T10088,2024-06-01,31172,218204,1453025
T10088,2024-07-01,41964,293748,1746773
T10088,2024-08-01,34699,242893,1989666
T10088,2024-09-01,33200,232400,2222066
T10088,2024-10-01,29911,209377,2431443
T10088,2024-11-01,35880,251160,2682603
T10088,2024-12-01,32043,224301,2906904
T10088,2025-01-01,47845,334915,3241819
T10088,2025-02-01,42582,298074,3539893
T10088,2025-03-01,25352,177464,3717357
T10088,2025-04-01,33407,233849,3951206
T10088,2025-05-01,27907,195349,4146555
T10088,2025-06-01,29407,205849,4352404
T10089,2024-01-01,6242,34331,34331
T10089,2024-02-01,8780,48290,82621
T10089,2024-03-01,5615,30882,113503
T10089,2024-04-01,11928,65604,179107
T10089,2024-05-01,7848,43164,222271
T10089,2024-06-01,8220,65279,287550
T10089,2024-07-01,7489,41189,328739
T10089,2024-08-01,10545,57997,386736
T10089,2024-09-01,6859,37724,424460
T10089,2024-10-01,8507,46788,471248
T10089,2024-11-01,8673,74951,546199
T10089,2024-12-01,10673,86405,632604
T10089,2025-01-01,7590,41745,674349
T10089,2025-02-01,7777,42773,717122
T10089,2025-03-01,5980,32890,750012
T10089,2025-04-01,6977,38373,788385
T10089,2025-05-01,9091,50000,838385
T10089,2025-06-01,7840,43120,881505
T10090,2024-01-01,22313,197581,197581
T10090,2024-02-01,30106,266588,464169
T10090,2024-03-01,23222,205630,669799
T10090,2024-04-01,30698,271830,941629
T10090,2024-05-01,24685,218585,1160214
T10090,2024-06-01,30030,265915,1426129
T10090,2024-07-01,35532,314635,1740764
T10090,2024-08-01,21846,193446,1934210
T10090,2024-09-01,25105,222304,2156514
T10090,2024-10-01,29659,262630,2419144
T10090,2024-11-01,26630,235808,2654952
T10090,2024-12-01,37396,331141,2986093
T10090,2025-01-01,25519,225970,3212063
T10090,2025-02-01,32884,291187,3503250
T10090,2025-03-01,28250,250153,3753403
T10090,2025-04-01,27091,315879,4069282
T10090,2025-05-01,28458,251995,4321277
T10090,2025-06-01,18927,167598,4488875
T10091,2024-01-01,20168,145411,145411
T10091,2024-02-01,27985,201771,347182
T10091,2024-03-01,26387,190250,537432
T10091,2024-04-01,21353,153955,691387
T10091,2024-05-01,16923,122014,813401
T10091,2024-06-01,27145,195715,1009116
T10091,2024-07-01,19362,139600,1148716
T10091,2024-08-01,30767,351817,1500533
T10091,2024-09-01,33525,241715,1742248
T10091,2024-10-01,20221,229823,1972071
T10091,2024-11-01,20112,145007,2117078
T10091,2024-12-01,28335,204295,2321373
T10091,2025-01-01,23896,172290,2493663
T10091,2025-02-01,26325,189803,2683466
T10091,2025-03-01,25396,183105,2866571
T10091,2025-04-01,27835,200690,3067261
T10091,2025-05-01,15219,109728,3176989
T10091,2025-06-01,16919,121985,3298974
T10092,2024-01-01,42574,48236,48236
T10092,2024-02-01,57848,65541,113777
T10092,2024-03-01,46674,52881,166658
T10092,2024-04-01,44727,75498,242156
T10092,2024-05-01,48483,54931,297087
T10092,2024-06-01,61648,69847,366934
T10092,2024-07-01,43334,72241,439175
T10092,2024-08-01,43954,49799,488974
T10092,2024-09-01,42181,47791,536765
T10092,2024-10-01,49977,56623,593388
T10092,2024-11-01,52974,60019,653407
T10092,2024-12-01,41969,47550,700957
T10092,2025-01-01,38579,43710,744667
T10092,2025-02-01,39936,45247,789914
T10092,2025-03-01,38210,43291,833205
T10092,2025-04-01,56011,63460,896665
T10092,2025-05-01,52510,59493,956158
T10092,2025-06-01,49259,55810,1011968
T10093,2024-01-01,25798,206384,206384
T10093,2024-02-01,19709,157672,364056
T10093,2024-03-01,18162,145296,509352
T10093,2024-04-01,26316,210528,719880
T10093,2024-05-01,19659,157272,877152
T10093,2024-06-01,26601,212808,1089960
T10093,2024-07-01,18266,146128,1236088
T10093,2024-08-01,22947,183576,1419664
T10093,2024-09-01,22814,182512,1602176
T10093,2024-10-01,25056,200448,1802624
T10093,2024-11-01,15723,125784,1928408
T10093,2024-12-01,24935,199480,2127888
T10093,2025-01-01,21769,174152,2302040
T10093,2025-02-01,25423,203384,2505424
T10093,2025-03-01,25697,205576,2711000
T10093,2025-04-01,24202,193616,2904616
T10093,2025-05-01,29304,234432,3139048
T10093,2025-06-01,20491,163928,3302976
T10094,2024-01-01,15385,54670,54670
T10094,2024-02-01,20726,73649,128319
T10094,2024-03-01,18544,65896,194215
T10094,2024-04-01,14583,51820,246035
T10094,2024-05-01,17307,61500,307535
T10094,2024-06-01,21916,77878,385413
T10094,2024-07-01,17380,61759,447172
T10094,2024-08-01,12486,44369,491541
T10094,2024-09-01,18056,64161,555702
T10094,2024-10-01,23100,82085,637787
T10094,2024-11-01,19348,68753,706540
T10094,2024-12-01,19519,69360,775900
T10094,2025-01-01,17039,60548,836448
T10094,2025-02-01,14467,51408,887856
T10094,2025-03-01,22212,78930,966786
T10094,2025-04-01,20996,74609,1041395
T10094,2025-05-01,16327,84663,1126058
T10094,2025-06-01,19555,104149,1230207
T10095,2024-01-01,5004,37830,37830
T10095,2024-02-01,6946,52511,90341
T10095,2024-03-01,7436,78984,169325
T10095,2024-04-01,5281,39924,209249
T10095,2024-05-01,6376,48202,257451
T10095,2024-06-01,4936,37316,294767
T10095,2024-07-01,4769,36053,330820
T10095,2024-08-01,5832,44089,374909
T10095,2024-09-01,4593,50242,425151
T10095,2024-10-01,5959,45050,470201
T10095,2024-11-01,3999,42388,512589
T10095,2024-12-01,5609,42404,554993
T10095,2025-01-01,4551,34405,589398
T10095,2025-02-01,4731,35766,625164
T10095,2025-03-01,4130,31222,656386
T10095,2025-04-01,6691,50583,706969
T10095,2025-05-01,6142,46433,753402
T10095,2025-06-01,5890,44528,797930
T10096,2024-01-01,25321,139265,139265
T10096,2024-02-01,32872,180796,320061
T10096,2024-03-01,46605,256327,576388
T10096,2024-04-01,54688,300784,877172
T10096,2024-05-01,44601,245305,1122477
T10096,2024-06-01,40851,296206,1418683
T10096,2024-07-01,43289,238089,1656772
T10096,2024-08-01,37663,207146,1863918
T10096,2024-09-01,45164,248402,2112320
T10096,2024-10-01,32026,270958,2383278
T10096,2024-11-01,32867,180768,2564046
T10096,2024-12-01,48590,267245,2831291
T10096,2025-01-01,46748,257114,3088405
T10096,2025-02-01,45114,248127,3336532
T10096,2025-03-01,49815,273982,3610514
T10096,2025-04-01,53415,377543,3988057
T10096,2025-05-01,37776,324343,4312400
T10096,2025-06-01,42544,233992,4546392
T10097,2024-01-01,40875,314737,314737
T10097,2024-02-01,40374,310879,625616
T10097,2024-03-01,40158,309216,934832
T10097,2024-04-01,47396,364949,1299781
T10097,2024-05-01,37569,289281,1589062
T10097,2024-06-01,38870,299299,1888361
T10097,2024-07-01,44504,342680,2231041
T10097,2024-08-01,48143,370701,2601742
T10097,2024-09-01,46980,361746,2963488
T10097,2024-10-01,41421,318941,3282429
T10097,2024-11-01,42726,328990,3611419
T10097,2024-12-01,56161,432439,4043858
T10097,2025-01-01,44874,345529,4389387
T10097,2025-02-01,51354,395425,4784812
T10097,2025-03-01,19127,147277,4932089
T10097,2025-04-01,22026,169600,5101689
T10097,2025-05-01,40674,313189,5414878
T10097,2025-06-01,25383,312412,5727290
T10098,2024-01-01,2349,12242,12242
T10098,2024-02-01,3101,16161,28403
T10098,2024-03-01,3918,20419,48822
T10098,2024-04-01,4054,21128,69950
T10098,2024-05-01,2374,12372,82322
T10098,2024-06-01,3770,19648,101970
T10098,2024-07-01,3484,18157,120127
T10098,2024-08-01,3596,18741,138868
T10098,2024-09-01,3233,16849,155717
T10098,2024-10-01,3913,20393,176110
T10098,2024-11-01,3442,17939,194049
T10098,2024-12-01,3911,20383,214432
T10098,2025-01-01,3308,17240,231672
T10098,2025-02-01,3082,16062,247734
T10098,2025-03-01,4668,24328,272062
T10098,2025-04-01,3068,15989,288051
T10098,2025-05-01,3481,18142,306193
T10098,2025-06-01,5108,26621,332814
T10099,2024-01-01,20139,110764,110764
T10099,2024-02-01,21497,118233,228997
T10099,2024-03-01,22714,124927,353924
T10099,2024-04-01,26757,147163,501087
T10099,2024-05-01,19385,106617,607704
T10099,2024-06-01,24191,133050,740754
T10099,2024-07-01,21648,119064,859818
T10099,2024-08-01,32511,178810,1038628
T10099,2024-09-01,25879,142334,1180962
T10099,2024-10-01,23248,127864,1308826
T10099,2024-11-01,20418,112299,1421125
T10099,2024-12-01,13842,76131,1497256
T10099,2025-01-01,22804,125422,1622678
T10099,2025-02-01,24474,134607,1757285
T10099,2025-03-01,27253,149891,1907176
T10099,2025-04-01,25009,137549,2044725
T10099,2025-05-01,26169,143929,2188654
T10099,2025-06-01,19633,107981,2296635
T10100,2024-01-01,26305,93474,93474
T10100,2024-02-01,29990,106569,200043
T10100,2024-03-01,21060,113900,313943
T10100,2024-04-01,35639,126643,440586
T10100,2024-05-01,39688,183118,623704
T10100,2024-06-01,32243,114575,738279
T10100,2024-07-01,30238,107450,845729
T10100,2024-08-01,29820,105965,951694
T10100,2024-09-01,25375,90170,1041864
T10100,2024-10-01,22172,78788,1120652
T10100,2024-11-01,19556,69492,1190144
T10100,2024-12-01,38980,138515,1328659
T10100,2025-01-01,21596,76741,1405400
T10100,2025-02-01,24978,141780,1547180
T10100,2025-03-01,26606,94544,1641724
T10100,2025-04-01,25771,91577,1733301
T10100,2025-05-01,22750,80842,1814143
T10100,2025-06-01,29853,106082,1920225
T10101,2024-01-01,20135,115776,115776
T10101,2024-02-01,21885,125838,241614
T10101,2024-03-01,26394,151765,393379
T10101,2024-04-01,27729,223309,616688
T10101,2024-05-01,26271,224142,840830
T10101,2024-06-01,24990,143692,984522
T10101,2024-07-01,26575,152806,1137328
T10101,2024-08-01,22635,130151,1267479
T10101,2024-09-01,25264,145268,1412747
T10101,2024-10-01,29670,170602,1583349
T10101,2024-11-01,20972,120588,1703937
T10101,2024-12-01,21797,125332,1829269
T10101,2025-01-01,26452,152099,1981368
T10101,2025-02-01,28567,164260,2145628
T10101,2025-03-01,30276,174087,2319715
T10101,2025-04-01,27192,156354,2476069
T10101,2025-05-01,23145,133083,2609152
T10101,2025-06-01,29332,168659,2777811
T10102,2024-01-01,56080,266492,266492
T10102,2024-02-01,50084,339037,605529
T10102,2024-03-01,57069,271191,876720
T10102,2024-04-01,47551,225962,1102682
T10102,2024-05-01,57787,274603,1377285
T10102,2024-06-01,53436,253927,1631212
T10102,2024-07-01,55687,264624,1895836
T10102,2024-08-01,45658,216966,2112802
T10102,2024-09-01,58967,280211,2393013
T10102,2024-10-01,53522,254336,2647349
T10102,2024-11-01,60231,286217,2933566
T10102,2024-12-01,67446,320503,3254069
T10102,2025-01-01,50859,241681,3495750
T10102,2025-02-01,49851,360723,3856473
T10102,2025-03-01,41490,197160,4053633
T10102,2025-04-01,60331,286692,4340325
T10102,2025-05-01,38903,184867,4525192
T10102,2025-06-01,59555,357542,4882734
T10103,2024-01-01,9799,22204,22204
T10103,2024-02-01,9042,20489,42693
T10103,2024-03-01,8475,19204,61897
T10103,2024-04-01,13315,30171,92068
T10103,2024-05-01,7407,16784,108852
T10103,2024-06-01,9901,29480,138332
T10103,2024-07-01,8555,19385,157717
T10103,2024-08-01,7078,16038,173755
T10103,2024-09-01,9344,21173,194928
T10103,2024-10-01,6559,14862,209790
T10103,2024-11-01,10921,24746,234536
T10103,2024-12-01,7517,17033,251569
T10103,2025-01-01,5287,11980,263549
T10103,2025-02-01,7956,18028,281577
T10103,2025-03-01,9158,20752,302329
T10103,2025-04-01,6615,14989,317318
T10103,2025-05-01,6689,15157,332475
T10103,2025-06-01,12021,27239,359714
T10104,2024-01-01,16220,130570,130570
T10104,2024-02-01,20998,169033,299603
T10104,2024-03-01,15880,127833,427436
T10104,2024-04-01,16483,182782,610218
T10104,2024-05-01,12315,134946,745164
T10104,2024-06-01,16248,130796,875960
T10104,2024-07-01,18158,146171,1022131
T10104,2024-08-01,17009,136922,1159053
T10104,2024-09-01,19207,154616,1313669
T10104,2024-10-01,13608,109544,1423213
T10104,2024-11-01,21257,171118,1594331
T10104,2024-12-01,17140,137977,1732308
T10104,2025-01-01,18272,147089,1879397
T10104,2025-02-01,13497,108650,1988047
T10104,2025-03-01,17691,200508,2188555
T10104,2025-04-01,20730,166876,2355431
T10104,2025-05-01,19515,157095,2512526
T10104,2025-06-01,15983,128663,2641189
T10105,2024-01-01,10136,33448,33448
T10105,2024-02-01,7906,26089,59537
T10105,2024-03-01,9204,30373,89910
T10105,2024-04-01,11060,36498,126408
T10105,2024-05-01,11141,52748,179156
T10105,2024-06-01,11430,37719,216875
T10105,2024-07-01,14408,47546,264421
T10105,2024-08-01,7890,26037,290458
T10105,2024-09-01,12054,39778,330236
T10105,2024-10-01,12717,41966,372202
T10105,2024-11-01,8167,26951,399153
T10105,2024-12-01,11618,38339,437492
T10105,2025-01-01,9972,32907,470399
T10105,2025-02-01,11382,56809,527208
T10105,2025-03-01,11346,37441,564649
T10105,2025-04-01,11617,38336,602985
T10105,2025-05-01,8605,28396,631381
T10105,2025-06-01,11901,39273,670654
T10106,2024-01-01,7180,24404,24404
T10106,2024-02-01,11296,38395,62799
T10106,2024-03-01,11495,39071,101870
T10106,2024-04-01,10795,36692,138562
T10106,2024-05-01,18713,63605,202167
T10106,2024-06-01,11802,40114,242281
T10106,2024-07-01,12652,43004,285285
T10106,2024-08-01,15928,54139,339424
T10106,2024-09-01,15883,53986,393410
T10106,2024-10-01,11746,39924,433334
T10106,2024-11-01,14209,48296,481630
T10106,2024-12-01,19391,65910,547540
T10106,2025-01-01,12800,43507,591047
T10106,2025-02-01,15130,51426,642473
T10106,2025-03-01,10280,34941,677414
T10106,2025-04-01,15771,53605,731019
T10106,2025-05-01,15752,67589,798608
T10106,2025-06-01,15358,52201,850809
T10107,2024-01-01,48868,268774,268774
T10107,2024-02-01,44348,243914,512688
T10107,2024-03-01,33466,184063,696751
T10107,2024-04-01,36837,202603,899354
T10107,2024-05-01,57369,315529,1214883
T10107,2024-06-01,61582,338701,1553584
T10107,2024-07-01,41813,229971,1783555
T10107,2024-08-01,28630,157465,1941020
T10107,2024-09-01,43061,236835,2177855
T10107,2024-10-01,35843,197136,2374991
T10107,2024-11-01,62661,344635,2719626
T10107,2024-12-01,37036,203698,2923324
T10107,2025-01-01,40295,221622,3144946
T10107,2025-02-01,58733,323031,3467977
T10107,2025-03-01,23663,130146,3598123
T10107,2025-04-01,56373,310051,3908174
T10107,2025-05-01,35667,196168,4104342
T10107,2025-06-01,39220,215710,4320052
T10108,2024-01-01,1621,9726,9726
T10108,2024-02-01,3832,22992,32718
T10108,2024-03-01,3934,23604,56322
T10108,2024-04-01,45260,271560,327882
T10108,2024-05-01,1701,10206,338088
T10108,2024-06-01,3822,22932,361020
T10108,2024-07-01,1440,8640,369660
T10108,2024-08-01,41827,250962,620622
T10108,2024-09-01,4693,28158,648780
T10108,2024-10-01,41250,247500,896280
T10108,2024-11-01,53571,321426,1217706
T10108,2024-12-01,747,4482,1222188
T10108,2025-01-01,3513,21078,1243266
T10108,2025-02-01,579,3474,1246740
T10108,2025-03-01,3969,23814,1270554
T10108,2025-04-01,77,462,1271016
T10108,2025-05-01,876,5256,1276272
T10108,2025-06-01,1611,9666,1285938
T10109,2024-01-01,3602,19811,19811
T10109,2024-02-01,3859,21224,41035
T10109,2024-03-01,4602,25311,66346
T10109,2024-04-01,4081,22445,88791
T10109,2024-05-01,5959,32774,121565
T10109,2024-06-01,4335,23842,145407
T10109,2024-07-01,2340,12870,158277
T10109,2024-08-01,4252,23386,181663
T10109,2024-09-01,2942,16181,197844
T10109,2024-10-01,3875,21312,219156
T10109,2024-11-01,4846,26653,245809
T10109,2024-12-01,3035,16692,262501
T10109,2025-01-01,3901,21455,283956
T10109,2025-02-01,4905,26977,310933
T10109,2025-03-01,3080,16940,327873
T10109,2025-04-01,2710,14905,342778
T10109,2025-05-01,3585,19717,362495
T10109,2025-06-01,4214,23177,385672
T10110,2024-01-01,41989,209945,209945
T10110,2024-02-01,42428,212140,422085
T10110,2024-03-01,29129,145645,567730
T10110,2024-04-01,24261,121305,689035
T10110,2024-05-01,29300,233943,922978
T10110,2024-06-01,29692,148460,1071438
T10110,2024-07-01,40563,284892,1356330
T10110,2024-08-01,22824,114120,1470450
T10110,2024-09-01,24317,121585,1592035
T10110,2024-10-01,30800,243316,1835351
T10110,2024-11-01,34556,172780,2008131
T10110,2024-12-01,30854,154270,2162401
T10110,2025-01-01,34438,172190,2334591
T10110,2025-02-01,28855,144275,2478866
T10110,2025-03-01,36897,184485,2663351
T10110,2025-04-01,35396,176980,2840331
T10110,2025-05-01,34232,244677,3085008
T10110,2025-06-01,30207,151035,3236043
T10111,2024-01-01,10729,25492,25492
T10111,2024-02-01,14373,34150,59642
T10111,2024-03-01,13214,31396,91038
T10111,2024-04-01,8794,20894,111932
T10111,2024-05-01,12787,30381,142313
T10111,2024-06-01,17843,42394,184707
T10111,2024-07-01,17745,42162,226869
T10111,2024-08-01,11672,27732,254601
T10111,2024-09-01,9666,22966,277567
T10111,2024-10-01,17373,41278,318845
T10111,2024-11-01,9974,23698,342543
T10111,2024-12-01,15441,36687,379230
T10111,2025-01-01,9707,23063,402293
T10111,2025-02-01,11909,28295,430588
T10111,2025-03-01,11413,27117,457705
T10111,2025-04-01,13090,31101,488806
T10111,2025-05-01,9205,21871,510677
T10111,2025-06-01,12589,29911,540588
T10112,2024-01-01,10901,82411,82411
T10112,2024-02-01,5694,43046,125457
T10112,2024-03-01,13908,105144,230601
T10112,2024-04-01,13426,101500,332101
T10112,2024-05-01,11362,110809,442910
T10112,2024-06-01,11379,86025,528935
T10112,2024-07-01,12520,94651,623586
T10112,2024-08-01,11304,85458,709044
T10112,2024-09-01,11038,83447,792491
T10112,2024-10-01,10956,82827,875318
T10112,2024-11-01,12553,94900,970218
T10112,2024-12-01,11628,123049,1093267
T10112,2025-01-01,14240,107654,1200921
T10112,2025-02-01,13518,102196,1303117
T10112,2025-03-01,12465,94235,1397352
T10112,2025-04-01,12301,92995,1490347
T10112,2025-05-01,13851,104713,1595060
T10112,2025-06-01,11296,85397,1680457
T10113,2024-01-01,132,290,290
T10113,2024-02-01,19024,41852,42142
T10113,2024-03-01,1085,2387,44529
T10113,2024-04-01,13600,29920,74449
T10113,2024-05-01,12672,27878,102327
T10113,2024-06-01,1263,2778,105105
T10113,2024-07-01,638,1403,106508
T10113,2024-08-01,618,1359,107867
T10113,2024-09-01,1577,3469,111336
T10113,2024-10-01,1179,2593,113929
T10113,2024-11-01,105,231,114160
T10113,2024-12-01,630,1386,115546
T10113,2025-01-01,929,2043,117589
T10113,2025-02-01,207,455,118044
T10113,2025-03-01,1509,3319,121363
T10113,2025-04-01,1161,2554,123917
T10113,2025-05-01,481,1058,124975
T10113,2025-06-01,60,132,125107
T10114,2024-01-01,412,2147,2147
T10114,2024-02-01,1195,9085,11232
T10114,2024-03-01,490,3198,14430
T10114,2024-04-01,397,2069,16499
T10114,2024-05-01,884,4607,21106
T10114,2024-06-01,1029,5362,26468
T10114,2024-07-01,1148,5983,32451
T10114,2024-08-01,512,2668,35119
T10114,2024-09-01,573,2986,38105
T10114,2024-10-01,599,3121,41226
T10114,2024-11-01,674,5195,46421
T10114,2024-12-01,1005,5237,51658
T10114,2025-01-01,922,4805,56463
T10114,2025-02-01,586,3054,59517
